Dates,US Staples,EU Healthcare,Japan,Brazil,Nasdaq,US 2y,US 15y,Germany 10y,UK 15y,US HY,Oil,Ind Metals,Agri,Gold,Silver,EURUSD,USDJPY,CHFJPY,EURBRL,GBPMXN
17/09/13,41.23,55.9,46.8,47.32,78.37,84.29,103.71,123.95,46.245,91.86,301.92,12.95,7.305,126.5,20.96,1.3359,99.13,107.056,3.0139,20.5515
18/09/13,41.72,55.92,48.236,49.72,79.31,84.4,104.99,123.73,46.07,92.74,309.44,13.05,7.3125,132.01,22.31,1.3521,97.94,107.398,2.956,20.4399
19/09/13,41.53,56.28,48,49.55,79.5,84.37,104.37,124.16,46.395,92.47,304.64,13.385,7.3813,131.75,22.2,1.353,99.45,109.226,2.9778,20.3646
20/09/13,40.98,56.46,47.6,48.52,78.985,84.38,104.925,123.97,46.265,92.36,302.16,13.205,7.2725,127.96,20.999,1.3524,99.36,109.146,2.99,20.58
23/09/13,40.8,56.11,47.74,49,78.83,84.4,105.69,124.24,46.405,92.35,298.16,13.18,7.2638,127.55,20.78,1.3493,98.85,108.514,2.9671,20.5369
24/09/13,40.61,55.97,47.8,48.94,78.83,84.41,106.83,124.72,46.77,92.15,297.76,13.04,7.2725,127.66,20.89,1.3474,98.75,108.174,2.9655,20.7219
25/09/13,40.269,55.94,47.68,48.25,78.56,84.44,107.05,124.9,47.07,91.99,295.04,13.095,7.3275,128.79,20.98,1.3526,98.43,108.265,3.0185,20.9214
26/09/13,40.48,56.06,48.44,48.2,79.17,84.4,106.3,124.92,47.21,91.94,296.64,13.22,7.335,127.79,20.92,1.3489,98.99,108.738,3.0257,20.9521
27/09/13,40.23,56.17,48.08,47.94,79.07,84.45,106.56,125.27,47.47,91.84,295.68,13.27,7.3538,128.97,20.96,1.3522,98.24,108.451,3.0475,21.2092
30/09/13,39.8,56.36,47.68,47.91,78.88,84.47,106.4,125.3,47.61,91.58,294.8,13.355,7.325,128.18,20.9,1.3527,98.27,108.598,2.9991,21.1888
01/10/13,40.04,56.48,47.48,48.37,79.68,84.43,105.8,125.08,47.74,91.53,293.44,13.095,7.2025,124.59,20.415,1.3526,98,108.227,3.0029,21.3045
02/10/13,39.955,55.86,47.24,48.89,79.65,84.44,105.96,125.06,47.73,91.57,299.36,13.19,7.2338,127.06,20.92,1.3579,97.36,107.839,2.9802,21.2748
03/10/13,39.75,55.72,46.86,48.4,78.72,84.44,105.79,124.99,47.77,91.63,297.12,13.06,7.2763,127.18,20.92,1.3619,97.27,108.137,3.004,21.259
04/10/13,39.81,55.44,46.96,48.53,79.4,84.41,105.71,124.74,47.59,91.79,298.48,13.18,7.2813,126.53,20.93,1.3558,97.48,107.45,2.9958,20.9491
07/10/13,39.68,55.38,46.08,48.52,78.74,84.41,106.14,124.93,47.715,91.55,297.12,13.21,7.3025,127.64,21.53,1.3581,96.71,107.105,2.9972,21.1448
08/10/13,39.68,54.73,45.92,48.21,77.22,84.34,106.17,124.88,47.715,91.51,298.48,13.235,7.28,127.4,21.49,1.3573,96.88,107.178,3.0002,21.2705
09/10/13,39.71,54.35,47,48.46,76.98,84.37,105.32,124.88,47.845,91.59,292.4,13.085,7.2788,126.11,21.05,1.3524,97.34,106.974,2.9858,21.039
10/10/13,40.45,54.39,47.68,49.345,78.61,84.365,105.49,124.52,47.51,92.01,296.8,13.155,7.28,124.27,20.825,1.352,98.16,107.68,2.9481,20.9076
11/10/13,40.57,55.11,47.76,49.77,79.23,84.37,105.455,124.56,47.515,92.18,294,13.245,7.24,122.6,20.52,1.3544,98.58,108.101,2.9474,20.7312
14/10/13,40.74,55.25,47.84,50.44,79.79,84.34,104.61,124.6,47.455,92.32,294.96,13.325,7.27,122.83,20.5,1.3561,98.57,108.277,2.9605,20.768
15/10/13,40.37,55.35,47.44,50.07,79.48,84.37,104.54,124.23,47.085,92.29,291.76,13.285,7.25,123.73,20.56,1.3524,98.16,107.577,2.9471,20.7863
16/10/13,40.97,55.33,47.876,50.5,80.38,84.4,105.85,124.07,46.93,92.78,295.36,13.285,7.245,123.54,20.5,1.3534,98.77,108.124,2.9498,20.4823
17/10/13,41.43,55.41,48.28,50.9,80.84,84.43,106.81,124.49,47.35,93.23,291.04,13.22,7.2913,127.42,21.045,1.3675,97.91,108.499,2.9443,20.6539
18/10/13,41.49,55.53,48.32,50.7,82.15,84.43,107.04,124.74,47.465,93.42,291.6,13.275,7.34,126.85,21.11,1.3687,97.72,108.359,2.9717,20.7839
21/10/13,41.4,55.64,48.36,51.02,82.33,84.43,106.7,124.68,47.325,93.21,287.52,13.295,7.3338,126.98,21.41,1.3681,98.19,108.854,2.9755,20.9737
22/10/13,41.92,56.36,48.58,51.61,82.45,84.495,107.89,125.08,47.98,93.49,283.28,13.48,7.33,129.34,21.87,1.3781,98.14,109.683,2.9938,20.8492
23/10/13,42,56.53,47.6,50.37,81.95,84.47,108.31,125.24,48.28,93.57,279.6,13.26,7.375,128.69,21.75,1.3776,97.38,109.131,3.0176,21.0064
24/10/13,41.92,56.79,48.06,49.989,82.31,84.46,107.89,125.16,48.075,93.6,279.92,13.265,7.3075,129.9,21.87,1.3801,97.28,109.018,3.039,21.0084
25/10/13,42.02,56.91,47.36,50.24,82.9,84.48,108.29,125.28,48.105,93.63,282.56,13.3,7.285,130.46,21.71,1.3802,97.42,109.134,3.0206,20.8227
28/10/13,42.57,57.25,47.52,50.935,82.92,84.5,107.92,125.26,48.195,93.61,284.4,13.4,7.17,130.56,21.68,1.3785,97.68,109.036,3.004,20.7848
29/10/13,42.94,57.29,47.88,50.97,83.06,84.5,108.06,125.36,48.305,93.76,283.28,13.415,7.14,129.77,21.69,1.3745,98.19,109.228,3.0026,20.7304
30/10/13,42.57,57.67,47.88,50.93,82.98,84.5,107.41,125.71,48.51,93.38,278.8,13.505,7.135,129.6,21.88,1.3736,98.51,109.553,3.0088,20.7464
31/10/13,42.345,57.69,47.62,50.155,82.79,84.51,107.64,125.88,48.095,93.43,277.52,13.365,7.0975,127.74,21.095,1.3584,98.36,108.455,3.04,20.8861
01/11/13,42.51,57.54,47.12,49.615,82.81,84.46,106.19,125.73,47.87,92.82,273.032,13.31,7.055,126.95,21.08,1.3487,98.67,108.155,3.0422,20.7996
04/11/13,42.55,57.69,47.16,50.02,82.93,84.48,106.29,125.83,47.95,92.98,272.32,13.14,7.03,126.81,20.85,1.3514,98.6,108.378,3.0361,20.7529
05/11/13,42.63,57.84,46.764,48.59,83.02,84.48,105.02,125.37,47.51,92.73,269.36,13.1,6.9913,126.56,20.9,1.3474,98.5,107.808,3.0841,21.1203
06/11/13,43.09,58.08,47.38,48.59,83,84.5,105.07,125.35,47.505,93,273.512,13.02,6.9875,127.2,21,1.3513,98.66,108.148,3.0948,21.1801
07/11/13,42.46,58.17,46.52,47.32,81.44,84.52,105.96,125.77,47.615,93.06,271.76,13,6.9888,126.16,20.83,1.3419,98.09,107.111,3.0968,21.2872
08/11/13,42.67,58.12,46.86,47.02,82.54,84.46,103.41,125.25,47.13,92.9,272.08,13.02,6.9813,124.279,20.69,1.3367,99.05,107.509,3.0908,21.0972
11/11/13,42.535,58.33,46.8,46.95,82.41,84.48,103.02,125.3,46.995,92.55,274.08,12.995,7.105,123.87,20.6,1.3407,99.16,107.85,3.1281,21.1297
12/11/13,42.61,58.18,47.4,46.34,82.54,84.46,103.5,125.03,47.015,92.42,269.12,12.9,7.12,122.45,20,1.3436,99.64,108.594,3.1322,20.9572
13/11/13,42.97,58.07,47.76,46.92,83.54,84.46,103.88,125.41,47.065,92.77,271.2,12.735,7.0875,122.85,19.78,1.3487,99.25,108.635,3.143,20.9085
14/11/13,43.28,58.53,48.16,47.96,83.8,84.51,104.52,125.62,47.25,93.04,271.44,12.76,7.0875,124.27,20.05,1.3461,100.01,109.138,3.1141,20.8281
15/11/13,43.33,58.68,48.84,48.6,83.96,84.51,104.73,125.59,47.44,93.18,271.04,12.8,7.025,124.32,20,1.3496,100.19,109.52,3.1141,20.8502
18/11/13,43.195,58.72,48.76,49.28,83.14,84.55,105.36,125.75,47.6,92.91,268.96,12.72,6.9988,122.9,19.665,1.3506,99.99,109.532,3.0571,20.7716
19/11/13,43.04,58.49,48.46,48.39,82.9,84.52,104.56,125.52,47.625,92.87,269.76,12.745,6.9525,122.95,19.61,1.3538,100.14,109.915,3.073,20.9041
20/11/13,42.86,58.73,48.48,47.6,82.7,84.53,102.78,125.53,47.455,92.78,269.04,12.735,6.9638,120.12,19.14,1.3439,100.03,109.181,3.0481,21.0853
21/11/13,42.935,58.89,48.68,47.44,83.54,84.57,102.95,125.36,46.985,93.1,273.36,12.71,6.9888,119.94,19.24,1.3482,101.16,110.814,3.1028,21.1039
22/11/13,43.16,58.92,48.64,48.13,83.99,84.55,103.91,125.36,47.265,93.17,272.32,12.825,7.025,119.92,19.13,1.3558,101.27,111.675,3.0883,21.0427
25/11/13,43.09,59.17,48.28,47.46,84.19,84.55,104.21,125.54,47.36,93.31,270.56,12.79,7.04,120.46,19.27,1.3517,101.67,111.504,3.0945,21.0755
26/11/13,43.05,58.71,48.08,47.07,84.63,84.56,104.6,125.76,47.54,93.38,269.52,12.785,7.0513,119.82,19.13,1.3572,101.28,111.719,3.1125,21.1696
27/11/13,43.08,58.73,48.28,46.5,85.22,84.56,104.42,125.24,47.275,93.32,265.52,12.635,7.0763,119.46,18.96,1.3579,102.16,112.56,3.1629,21.3724
28/11/13,43.08,58.85,48.28,46.5,85.22,84.56,104.42,125.28,47.315,93.32,265.52,12.62,7.0488,119.46,18.96,1.3606,102.33,112.987,3.1524,21.3681
29/11/13,43.01,59.12,48.24,46.95,85.73,84.57,104.45,125.36,47.08,93.42,267.68,12.76,7.0975,120.7,19.24,1.3591,102.44,113.047,3.1725,21.4579
02/12/13,42.78,59.17,48.12,45.33,85.48,84.5,103.33,125.12,46.88,93,269.44,12.6,7.035,117.58,18.46,1.3542,102.94,113.287,3.1875,21.618
03/12/13,42.99,58.26,47.92,44.72,85.41,84.52,103.71,125.21,47.055,92.91,276.08,12.59,7.0538,117.96,18.42,1.3588,102.51,113.348,3.2199,21.4748
04/12/13,42.89,57.87,47.56,44.51,85.49,84.5,102.72,124.56,46.66,92.67,279.04,12.795,7.0688,119.96,19,1.3593,102.36,113.425,3.2467,21.3699
05/12/13,42.5,57.77,47.16,44.62,85.38,84.51,102.43,124.28,46.6,92.6,279.44,12.795,7.0238,118.3,18.69,1.3667,101.79,113.513,3.2225,21.3753
06/12/13,43.08,57.98,47.76,45.22,86,84.475,102.92,124.41,46.95,92.86,280.4,12.845,7.0125,118.55,18.76,1.3706,102.91,115.369,3.1928,21.1425
09/12/13,43.23,57.72,47.76,45.52,86.35,84.48,103.16,124.39,46.835,93.2,279.28,12.95,7.0625,119.72,19.12,1.3739,103.27,115.974,3.184,21.1215
10/12/13,42.86,57.09,47.84,45.67,86.29,84.51,103.9,124.41,47.055,93.2,282.48,12.995,7.1088,121.82,19.66,1.3761,102.85,115.883,3.1751,21.1602
11/12/13,42.93,56.91,47.4,44.26,85.18,84.48,103.1,124.49,47.2,92.92,279.84,13.09,7.0875,120.86,19.55,1.3786,102.42,115.543,3.2265,21.3521
12/12/13,42.34,56.55,47.56,44.46,84.96,84.45,102.71,124.4,47.075,92.75,279.76,13.08,6.9988,118.29,18.81,1.3753,103.38,116.249,3.208,21.1979
13/12/13,42.27,56.46,47.16,44.34,84.85,84.47,103.21,124.5,47.1,92.9,277.12,13.135,6.9938,119.38,18.95,1.3742,103.21,116.038,3.1995,20.9998
16/12/13,42.26,56.89,46.88,44.48,85.32,84.47,102.83,124.43,47.16,92.98,279.52,13.16,7.02,119.69,19.22,1.3761,103.02,116.109,3.2049,21.0744
17/12/13,42.06,56.46,46.92,44.54,85.15,84.49,103.29,124.53,47.28,92.99,278.96,13.16,7.035,118.65,19.14,1.3768,102.67,116.015,3.1941,21.0722
18/12/13,42.76,56.87,47.48,44.69,86.14,84.49,102.77,124.45,47.055,93.15,280.24,13.195,7.0125,117.61,19.09,1.3685,104.29,116.657,3.2082,21.1095
19/12/13,42.68,58.12,47.08,44.06,85.9,84.44,102.67,124.23,46.79,93.05,282.56,13.055,6.9813,114.82,18.49,1.3661,104.25,116.079,3.2178,21.2251
20/12/13,42.55,58.25,47.24,43.41,86.5,84.41,104.25,124.3,46.93,93.11,283.84,13.18,7.0425,115.94,18.62,1.3673,104.1,116.155,3.2641,21.201
23/12/13,42.51,58.35,47.68,44.1,87.41,84.4,103.66,124.23,46.76,93.18,282.88,13.17,7.0363,115.57,18.72,1.3696,104.11,116.481,3.2277,21.2533
24/12/13,42.57,58.35,47.04,44.35,87.45,84.37,102.83,124.23,46.725,93.13,283.92,13.17,7.0138,116.1,18.76,1.368,104.25,116.359,3.2254,21.3314
25/12/13,42.57,58.35,47.04,44.35,87.45,84.37,102.83,124.23,46.725,93.13,283.92,13.17,7.0138,116.1,18.76,1.3681,104.38,116.499,3.2254,21.3017
26/12/13,42.74,58.35,47.8,43.98,87.74,84.34,102.1,124.23,46.725,92.75,285.2,13.17,7.0138,116.74,19.02,1.3691,104.81,116.893,3.222,21.4733
27/12/13,42.84,59.01,48.04,44.69,87.52,84.38,101.81,123.74,46.295,92.74,286.72,13.41,6.9713,117.12,19.27,1.3749,105.17,117.945,3.2122,21.5222
30/12/13,42.95,58.79,48.48,44.37,87.39,84.4,102.51,123.79,46.56,92.82,284.24,13.41,6.965,115.39,18.85,1.3801,105.15,118.46,3.2562,21.5699
31/12/13,42.98,58.79,48.556,44.68,87.96,84.38,101.86,123.79,46.7,92.88,282.56,13.36,6.9475,116.12,18.71,1.3743,105.31,117.936,3.2453,21.589
01/01/14,42.98,58.79,48.556,44.68,87.96,84.38,101.86,123.79,46.7,92.88,282.56,13.36,6.9475,116.12,18.71,1.3763,105.25,118.043,3.2453,21.602
02/01/14,42.45,58.79,47.76,43.19,87.27,84.42,102.17,123.81,46.64,93.04,273.84,13.3,6.8638,118,19.23,1.3672,104.81,116.565,3.2603,21.6419
03/01/14,42.37,59.34,48.04,43.43,86.64,84.39,102.17,123.82,46.76,93.01,270,13.165,6.8225,119.29,19.42,1.3589,104.86,115.878,3.2337,21.5139
06/01/14,42.21,59.46,47.88,42.92,86.32,84.4,102.6,124.05,46.985,93.21,268.56,13.11,6.8863,119.5,19.42,1.3629,104.22,115.276,3.2447,21.4757
07/01/14,42.44,59.47,48.08,42.92,87.12,84.4,102.86,124.16,47.075,93.21,268.64,13.15,6.9113,118.82,19.125,1.3616,104.6,115.053,3.2317,21.3529
08/01/14,42.12,59.63,48.16,42.51,87.31,84.32,102.58,124.02,46.975,93.15,265.28,13.095,6.8288,118.12,18.83,1.3576,104.86,115.079,3.255,21.6066
09/01/14,42.34,59.6,48,41.98,87.02,84.34,103.18,123.96,46.915,93.29,264.64,12.915,6.77,118.46,18.84,1.3608,104.82,115.579,3.2504,21.5765
10/01/14,42.4,60.03,48.32,42.69,87.3,84.42,104.41,124.36,47.345,93.57,265.52,13.08,6.8063,120.26,19.38,1.367,104.18,115.416,3.2213,21.3738
13/01/14,42.16,59.89,48,42.25,86.01,84.44,104.93,124.58,47.635,93.47,262.48,13.15,6.8475,121.02,19.68,1.3671,103,114.564,3.2238,21.4377
14/01/14,42.38,59.94,47.88,42.66,87.65,84.42,104.45,124.61,47.585,93.61,264.32,13.155,6.8525,119.89,19.42,1.3679,104.22,115.47,3.2132,21.5196
15/01/14,42.39,60.05,48.24,42.66,88.37,84.39,104.34,124.52,47.345,93.8,270.16,13.29,6.8575,119.66,19.4,1.3605,104.56,115.068,3.2084,21.6059
16/01/14,42.4,60.46,48.08,42.38,88.38,84.41,105.04,124.88,47.595,93.76,269.2,13.305,6.8925,119.79,19.35,1.362,104.35,115.314,3.2153,21.7121
17/01/14,42.07,60.6,48.2,42.21,87.88,84.41,105.48,125.04,47.515,93.78,269.52,13.4,6.8275,120.93,19.51,1.3541,104.32,114.581,3.168,21.7551
20/01/14,42.07,60.81,48.2,42.21,87.88,84.41,105.48,125.17,47.555,93.78,269.52,13.3,6.85,120.93,19.51,1.3552,104.18,114.482,3.178,21.7444
21/01/14,42.23,60.99,48.28,41.76,88.55,84.4,105.56,125.2,47.485,93.9,271.92,13.335,6.795,119.7,19.17,1.3561,104.3,114.593,3.2049,21.8693
22/01/14,42.23,60.76,48.4,42.25,88.78,84.36,105.3,125.09,47.355,93.76,276.48,13.28,6.76,119.19,19.03,1.3547,104.52,114.657,3.2155,22.061
23/01/14,41.86,60.66,47.44,41.19,88.48,84.44,106.79,125.38,47.62,93.64,277.76,13.115,6.8313,121.79,19.26,1.3696,103.26,115.081,3.2859,22.2972
24/01/14,41.48,59.33,46.72,39.97,86.74,84.47,107.48,125.81,47.885,93.02,276.64,13.04,6.7725,122.29,19.16,1.3678,102.31,114.428,3.2787,22.1827
27/01/14,41.31,58.86,46.12,39.99,85.9,84.46,106.73,125.73,47.785,92.99,273.84,12.95,6.7938,120.96,18.89,1.3673,102.55,114.42,3.3077,22.1681
28/01/14,41.63,58.88,46.52,40.05,85.85,84.46,106.99,125.73,47.595,93.4,277.52,12.935,6.7975,120.95,18.85,1.3671,102.94,114.733,3.3095,21.9799
29/01/14,40.9,58.57,46.48,39.21,84.93,84.52,107.87,125.97,47.8,93.12,277.84,12.84,6.7338,122.47,19.02,1.3663,102.29,114.35,3.3317,22.1924
30/01/14,40.96,59.6,46.54,39.64,86.5,84.51,107.56,126.13,47.89,93.28,279.6,12.72,6.7963,119.77,18.49,1.3555,102.72,113.798,3.267,22.0321
31/01/14,40.76,59.59,45.32,39.24,86.27,84.55,108.28,126.53,47.415,93.25,278.4,12.635,6.8388,120.09,18.45,1.3486,102.04,112.594,3.2537,21.9577
03/02/14,39.88,59.26,44.4,38.03,84.29,84.55,109.32,126.56,47.585,92.51,276.16,12.55,6.9538,121.32,18.61,1.3525,100.98,112.083,3.2985,22.0688
04/02/14,40.09,58.91,44.44,39.16,84.91,84.56,108.16,126.55,47.505,92.62,277.92,12.56,7.0563,120.99,18.75,1.3519,101.64,112.472,3.2527,21.7495
05/02/14,40.12,59.21,44.52,39.08,84.69,84.52,107.16,126.66,47.43,92.62,277.68,12.6,7.0913,121.29,19.07,1.3533,101.45,112.269,3.2519,21.6651
06/02/14,40.55,59.56,45.04,40.36,85.77,84.53,106.7,126.18,47.18,92.95,279.2,12.72,7.14,121.24,19.17,1.359,102.11,113.325,3.2381,21.6678
07/02/14,40.93,60.32,45.76,40.64,87.3,84.55,106.79,126.47,47.365,93.42,285.12,12.81,7.1263,122.17,19.27,1.3635,102.3,113.918,3.2431,21.7973
10/02/14,41.09,60.32,45.56,39.99,87.8,84.53,107.09,126.28,47.255,93.48,285.04,12.73,7.1313,122.92,19.29,1.3646,102.26,114.022,3.2802,21.858
11/02/14,41.57,61.04,46.2,40.75,88.8,84.51,106.47,126.28,47.135,93.64,285.12,12.7,7.1075,124.36,19.45,1.3638,102.63,114.246,3.2743,21.8593
12/02/14,41.39,61.1,46.12,40.02,88.97,84.47,105.92,126.05,46.765,93.49,286.4,12.885,7.16,124.43,19.43,1.3593,102.53,113.843,3.2977,22.1128
13/02/14,41.6,61.69,45.72,40.52,89.63,84.52,106.52,126.41,46.875,93.76,286.96,12.83,7.1625,125.49,19.74,1.3681,102.17,114.365,3.2726,22.0894
14/02/14,41.84,62.17,45.52,40.64,89.81,84.52,106.58,126.26,47.015,93.91,287.28,12.935,7.1675,127.15,20.65,1.3693,101.8,114.047,3.2736,22.1736
17/02/14,41.84,62.24,45.52,40.64,89.81,84.52,106.58,126.22,47.095,93.91,287.28,12.975,7.1875,127.15,20.65,1.3707,101.92,114.325,3.2726,22.0795
18/02/14,41.6,62.16,46.52,39.53,90.25,84.55,106.82,126.27,47.2,94.04,293.28,13.055,7.3225,127.4,21.13,1.3759,102.36,115.28,3.2935,22.0912
19/02/14,41.51,62.51,45.96,39.78,89.63,84.52,106.37,126.35,47.265,93.8,295.2,13.085,7.405,126.27,20.63,1.3733,102.31,115.139,3.2871,22.2379
20/02/14,41.69,62.55,45.68,40.22,90.05,84.53,106.11,126.13,46.955,94.09,295.04,12.995,7.4275,127.6,21,1.3719,102.28,114.978,3.2523,22.1096
21/02/14,41.6,62.88,46.04,40.76,89.93,84.54,106.67,126.32,47.09,94.17,293.52,12.995,7.4475,127.58,20.97,1.3746,102.51,115.48,3.2269,22.0354
24/02/14,41.75,63.39,46.56,40.75,90.41,84.54,106.4,126.19,47.25,94.38,294.32,12.89,7.5788,128.99,21.18,1.3735,102.51,115.307,3.2131,22.0907
25/02/14,41.91,63.76,46.4,40.4,90.31,84.53,107.35,126.43,47.365,94.49,292.72,12.905,7.605,129.21,21.02,1.3745,102.24,115.29,3.2144,22.0674
26/02/14,41.87,63.92,46.2,40.37,90.23,84.57,107.92,126.79,47.42,94.65,294,12.91,7.5925,128.11,20.42,1.3687,102.38,114.938,3.2171,22.2227
27/02/14,42.06,63.89,46.2,41.63,90.44,84.56,108.51,127.11,47.655,94.83,293.52,12.9,7.6713,128.2,20.46,1.371,102.13,114.967,3.1798,22.1283
28/02/14,42.35,63.91,46.44,41,90.34,84.56,108.57,126.65,47.47,94.93,293.92,12.9,7.6025,127.62,20.35,1.3802,101.8,115.649,3.2367,22.1847
03/03/14,42.12,62.42,45.36,39.95,89.67,84.59,109.03,127.14,47.895,94.38,300.16,12.775,7.805,130.29,20.62,1.3735,101.45,114.875,3.2367,22.2212
04/03/14,42.69,63.74,46.52,40.57,90.81,84.52,107.39,126.9,47.725,94.72,296.48,13.03,7.8063,128.68,20.37,1.3743,102.21,115.187,3.2367,22.1329
05/03/14,42.55,63.71,46,40.83,91.06,84.55,107.62,126.88,47.645,94.55,289.92,13.08,7.8838,128.89,20.36,1.3733,102.3,115.312,3.1836,22.1369
06/03/14,42.54,63.4,46.88,41.28,90.98,84.5,106.56,126.49,47.345,94.41,292.56,13.115,7.955,130.17,20.66,1.3861,103.07,117.055,3.2184,22.0166
07/03/14,42.66,62.63,46.56,40.32,90.53,84.44,105.89,126.46,47.22,94.05,294.24,12.78,8.025,129.09,20.08,1.3875,103.28,117.665,3.2474,22.0403
10/03/14,42.7,62.57,46.36,39.63,90.61,84.45,106.04,126.6,47.255,94.06,290.4,12.67,8.0175,129.13,20.01,1.3877,103.27,117.645,3.2606,21.9977
11/03/14,42.68,62.54,45.88,39.38,90.22,84.45,106.32,126.46,47.395,93.96,286.48,12.55,7.9675,129.86,20.04,1.386,103.02,117.296,3.2757,22.0732
12/03/14,42.77,62.01,45.44,39.68,90.56,84.48,107.06,126.76,47.495,94.12,282.8,12.53,7.975,131.76,20.47,1.3903,102.76,117.573,3.2758,22.0095
13/03/14,42.56,61.43,44.68,39.22,89.28,84.53,108.5,127.12,47.775,93.87,282.72,12.41,7.985,132.21,20.36,1.3868,101.84,116.439,3.2793,22.0967
14/03/14,42.58,61.08,44.16,39.11,88.67,84.51,108.52,127.13,48.055,93.8,284.24,12.44,7.8788,133.1,20.62,1.3914,101.36,116.183,3.2654,21.9869
17/03/14,42.83,61.54,44.64,39.41,89.45,84.48,107.71,126.95,47.96,93.93,281.2,12.45,7.8613,131.64,20.33,1.3922,101.77,116.543,3.27,21.8867
18/03/14,42.92,61.98,44.6,40.37,90.53,84.5,108.1,126.97,48.08,94.21,284.64,12.485,7.9213,130.62,20.01,1.3934,101.44,116.183,3.258,21.8341
19/03/14,42.59,62.09,44.36,40.53,90.04,84.36,107.26,126.78,47.78,93.73,285.68,12.45,7.985,128.09,19.79,1.3833,102.32,116.193,3.2509,21.9773
20/03/14,42.74,61.98,43.72,41.48,90.29,84.37,107.07,126.44,47.23,94.05,284.64,12.325,7.8613,127.86,19.52,1.3779,102.39,115.851,3.2072,21.8839
21/03/14,42.5,61.98,43.52,41.67,89,84.38,108.23,126.54,47.45,93.99,286.72,12.43,7.7813,128.47,19.52,1.3794,102.25,115.839,3.207,21.8106
24/03/14,42.46,61.19,43.68,42.16,88.22,84.34,109,126.92,47.865,94.02,286.56,12.44,7.88,126.18,19.21,1.3839,102.24,116.08,3.2142,21.7402
25/03/14,42.77,61.97,43.88,42.68,88.51,84.35,108.59,126.99,47.675,94.21,286.16,12.61,7.89,126.41,19.22,1.3826,102.26,115.852,3.1924,21.6766
26/03/14,42.67,62.13,44.2,42.52,87.37,84.41,109.44,127.08,47.685,94.23,288.72,12.465,7.895,125.41,19.02,1.3781,102.04,115.299,3.1781,21.7711
27/03/14,42.64,62.13,44.84,44.49,86.879,84.4,109.99,127.31,47.75,94.09,292,12.5,7.9388,124.59,19,1.374,102.18,115.251,3.1064,21.7299
28/03/14,42.75,62.54,45.32,44.87,87.05,84.4,109.37,127.2,47.555,94.25,292.96,12.64,7.9738,124.56,19.06,1.3752,102.83,115.948,3.1093,21.7515
31/03/14,43.06,62.68,45.32,45.035,87.67,84.45,109.1,127.07,47.605,94.39,292.72,12.66,7.8525,123.61,19.04,1.3769,103.23,116.69,3.1259,21.7592
01/04/14,42.99,62.46,45.44,45.15,89.21,84.38,107.89,126.96,47.61,94.12,286.64,12.705,8.0338,123.39,19.06,1.3793,103.65,117.319,3.1222,21.703
02/04/14,43.04,62.51,45.84,46.24,89.44,84.35,107.27,126.68,47.415,94.02,286.4,12.825,7.9313,124.32,19.188,1.3767,103.88,117.164,3.1247,21.7631
03/04/14,43.09,62.55,45.6,45.68,88.73,84.37,107.74,126.73,47.43,94.06,289.12,12.85,7.9025,123.92,19.06,1.372,103.93,116.647,3.1305,21.7702
04/04/14,42.95,62.51,45.4,46.15,86.37,84.44,108.46,127.05,47.955,94.28,291.44,12.835,7.94,125.57,19.16,1.3705,103.29,115.768,3.0686,21.5533
07/04/14,42.99,61.66,44.96,47.39,85.55,84.445,109.11,127.08,48,94.08,290.24,12.85,8,124.91,19.13,1.3742,103.1,116.111,3.0471,21.6051
08/04/14,43.21,61.47,44,47.29,86.34,84.46,109.37,127,47.86,94.3,295.2,12.9,8.0613,126.09,19.23,1.3797,101.81,115.286,3.0361,21.855
09/04/14,43.4,61.69,44.64,47.15,87.82,84.5,108.83,126.93,47.88,94.45,297.76,12.87,8.1325,126.32,19.11,1.3855,102,115.956,3.0366,21.7977
10/04/14,42.97,61.67,43.36,46.92,85.1,84.55,109.84,127.33,48.32,94.18,297.6,13.105,8.055,127.01,19.27,1.3886,101.53,115.839,3.0641,21.9257
11/04/14,42.75,60.52,43.2,47.39,84.11,84.54,110.73,127.49,48.37,93.78,297.44,13.165,8.0288,126.93,19.19,1.3885,101.62,116.012,3.0758,21.8238
14/04/14,43.09,60.92,43.8,47.25,84.77,84.53,110.44,127.33,48.21,94.08,299.04,13.2,8.0975,127.85,19.21,1.3821,101.85,115.77,3.0604,21.7885
15/04/14,43.2,59.92,43.76,45.94,85.0501,84.53,111.13,127.78,48.54,94.18,299.12,13.02,8.1088,125.49,18.88,1.3815,101.92,115.796,3.0866,21.9129
16/04/14,43.62,60.61,44.6,46.61,86.18,84.5,111.27,127.7,48.26,94.23,299.84,13.21,8.16,125.54,18.88,1.3816,102.23,115.933,3.0976,21.9426
17/04/14,43.63,60.83,44.72,47.5,86.2,84.48,110.05,127.48,48.175,94.12,301.28,13.16,8.1013,124.75,18.88,1.3814,102.39,115.928,3.0869,21.9121
18/04/14,43.63,60.83,44.72,47.5,86.2,84.48,110.05,127.48,48.175,94.12,301.28,13.16,8.1013,124.75,18.88,1.3813,102.43,115.94,3.0869,21.9185
21/04/14,43.65,60.83,44.72,47.29,86.84,84.48,109.96,127.48,48.175,94.12,301.12,13.16,8.1013,124.24,18.67,1.3793,102.62,115.941,3.0869,21.8805
22/04/14,43.63,62.52,44.4,47.15,87.53,84.44,110.33,127.26,47.925,94.22,296,13.285,8.0875,123.78,18.71,1.3805,102.62,115.952,3.0902,21.9677
